Salary_ID,Job_Role,Location,Company_Type,Experience,Minimum_Salary_LPA,Maximum_Salary_LPA,Average_Salary_LPA,Required_Skills,Education,Employment_Type
SAL0339,Backend Developer,Chennai,Product Company,4-6 Years,12,22,17.0,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0340,Backend Developer,Pune,Consulting,6+ Years,18,35,26.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0341,Full Stack Developer,Mumbai,Startup,Fresher,3,6,4.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0342,Full Stack Developer,Delhi,Mid-size,0-2 Years,5,9,7.0,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0343,Full Stack Developer,Noida,MNC,2-4 Years,8,15,11.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0344,Full Stack Developer,Remote,Product Company,4-6 Years,12,22,17.0,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0345,Full Stack Developer,Bengaluru,Consulting,6+ Years,18,35,26.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0346,Cloud Engineer,Hyderabad,Startup,Fresher,3,6,4.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0347,Cloud Engineer,Chennai,Mid-size,0-2 Years,5,9,7.0,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0348,Cloud Engineer,Pune,MNC,2-4 Years,8,15,11.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0349,Cloud Engineer,Mumbai,Product Company,4-6 Years,12,22,17.0,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0350,Cloud Engineer,Delhi,Consulting,6+ Years,18,35,26.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0351,DevOps Engineer,Noida,Startup,Fresher,3,6,4.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0352,DevOps Engineer,Remote,Mid-size,0-2 Years,5,9,7.0,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0353,DevOps Engineer,Bengaluru,MNC,2-4 Years,8,15,11.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0354,DevOps Engineer,Hyderabad,Product Company,4-6 Years,12,22,17.0,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0355,DevOps Engineer,Chennai,Consulting,6+ Years,18,35,26.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0356,NLP Engineer,Pune,Startup,Fresher,3,6,4.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0357,NLP Engineer,Mumbai,Mid-size,0-2 Years,5,9,7.0,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0358,NLP Engineer,Delhi,MNC,2-4 Years,8,15,11.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0359,NLP Engineer,Noida,Product Company,4-6 Years,12,22,17.0,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0360,NLP Engineer,Remote,Consulting,6+ Years,18,35,26.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0361,Data Analyst,Bengaluru,Startup,Fresher,3,6,4.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0362,Data Analyst,Hyderabad,Mid-size,0-2 Years,5,9,7.0,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0363,Data Analyst,Chennai,MNC,2-4 Years,8,15,11.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0364,Data Analyst,Pune,Product Company,4-6 Years,12,22,17.0,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0365,Data Analyst,Mumbai,Consulting,6+ Years,18,35,26.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0366,Data Scientist,Delhi,Startup,Fresher,3,6,4.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0367,Data Scientist,Noida,Mid-size,0-2 Years,5,9,7.0,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0368,Data Scientist,Remote,MNC,2-4 Years,8,15,11.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0369,Data Scientist,Bengaluru,Product Company,4-6 Years,12,22,17.0,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0370,Data Scientist,Hyderabad,Consulting,6+ Years,18,35,26.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0371,Machine Learning Engineer,Chennai,Startup,Fresher,3,6,4.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0372,Machine Learning Engineer,Pune,Mid-size,0-2 Years,5,9,7.0,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0373,Machine Learning Engineer,Mumbai,MNC,2-4 Years,8,15,11.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0374,Machine Learning Engineer,Delhi,Product Company,4-6 Years,12,22,17.0,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0375,Machine Learning Engineer,Noida,Consulting,6+ Years,18,35,26.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0376,AI Engineer,Remote,Startup,Fresher,3,6,4.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0377,AI Engineer,Bengaluru,Mid-size,0-2 Years,5,9,7.0,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0378,AI Engineer,Hyderabad,MNC,2-4 Years,8,15,11.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0379,AI Engineer,Chennai,Product Company,4-6 Years,12,22,17.0,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0380,AI Engineer,Pune,Consulting,6+ Years,18,35,26.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0381,Data Engineer,Mumbai,Startup,Fresher,3,6,4.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0382,Data Engineer,Delhi,Mid-size,0-2 Years,5,9,7.0,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0383,Data Engineer,Noida,MNC,2-4 Years,8,15,11.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0384,Data Engineer,Remote,Product Company,4-6 Years,12,22,17.0,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0385,Data Engineer,Bengaluru,Consulting,6+ Years,18,35,26.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0386,BI Developer,Hyderabad,Startup,Fresher,3,6,4.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0387,BI Developer,Chennai,Mid-size,0-2 Years,5,9,7.0,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0388,BI Developer,Pune,MNC,2-4 Years,8,15,11.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0389,BI Developer,Mumbai,Product Company,4-6 Years,12,22,17.0,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0390,BI Developer,Delhi,Consulting,6+ Years,18,35,26.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0391,Python Developer,Noida,Startup,Fresher,3,6,4.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0392,Python Developer,Remote,Mid-size,0-2 Years,5,9,7.0,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0393,Python Developer,Bengaluru,MNC,2-4 Years,8,15,11.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0394,Python Developer,Hyderabad,Product Company,4-6 Years,12,22,17.0,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0395,Python Developer,Chennai,Consulting,6+ Years,18,35,26.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0396,Backend Developer,Pune,Startup,Fresher,3,6,4.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0397,Backend Developer,Mumbai,Mid-size,0-2 Years,5,9,7.0,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0398,Backend Developer,Delhi,MNC,2-4 Years,8,15,11.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0399,Backend Developer,Noida,Product Company,4-6 Years,12,22,17.0,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0400,Backend Developer,Remote,Consulting,6+ Years,18,35,26.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0401,Full Stack Developer,Bengaluru,Startup,Fresher,3,6,4.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0402,Full Stack Developer,Hyderabad,Mid-size,0-2 Years,5,9,7.0,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0403,Full Stack Developer,Chennai,MNC,2-4 Years,8,15,11.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0404,Full Stack Developer,Pune,Product Company,4-6 Years,12,22,17.0,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0405,Full Stack Developer,Mumbai,Consulting,6+ Years,18,35,26.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0406,Cloud Engineer,Delhi,Startup,Fresher,3,6,4.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0407,Cloud Engineer,Noida,Mid-size,0-2 Years,5,9,7.0,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0408,Cloud Engineer,Remote,MNC,2-4 Years,8,15,11.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0409,Cloud Engineer,Bengaluru,Product Company,4-6 Years,12,22,17.0,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0410,Cloud Engineer,Hyderabad,Consulting,6+ Years,18,35,26.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0411,DevOps Engineer,Chennai,Startup,Fresher,3,6,4.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0412,DevOps Engineer,Pune,Mid-size,0-2 Years,5,9,7.0,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0413,DevOps Engineer,Mumbai,MNC,2-4 Years,8,15,11.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0414,DevOps Engineer,Delhi,Product Company,4-6 Years,12,22,17.0,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0415,DevOps Engineer,Noida,Consulting,6+ Years,18,35,26.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0416,NLP Engineer,Remote,Startup,Fresher,3,6,4.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0417,NLP Engineer,Bengaluru,Mid-size,0-2 Years,5,9,7.0,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0418,NLP Engineer,Hyderabad,MNC,2-4 Years,8,15,11.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0419,NLP Engineer,Chennai,Product Company,4-6 Years,12,22,17.0,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0420,NLP Engineer,Pune,Consulting,6+ Years,18,35,26.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0421,Data Analyst,Mumbai,Startup,Fresher,3,6,4.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0422,Data Analyst,Delhi,Mid-size,0-2 Years,5,9,7.0,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0423,Data Analyst,Noida,MNC,2-4 Years,8,15,11.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0424,Data Analyst,Remote,Product Company,4-6 Years,12,22,17.0,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0425,Data Analyst,Bengaluru,Consulting,6+ Years,18,35,26.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0426,Data Scientist,Hyderabad,Startup,Fresher,3,6,4.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0427,Data Scientist,Chennai,Mid-size,0-2 Years,5,9,7.0,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0428,Data Scientist,Pune,MNC,2-4 Years,8,15,11.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0429,Data Scientist,Mumbai,Product Company,4-6 Years,12,22,17.0,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0430,Data Scientist,Delhi,Consulting,6+ Years,18,35,26.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0431,Machine Learning Engineer,Noida,Startup,Fresher,3,6,4.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0432,Machine Learning Engineer,Remote,Mid-size,0-2 Years,5,9,7.0,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0433,Machine Learning Engineer,Bengaluru,MNC,2-4 Years,8,15,11.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0434,Machine Learning Engineer,Hyderabad,Product Company,4-6 Years,12,22,17.0,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0435,Machine Learning Engineer,Chennai,Consulting,6+ Years,18,35,26.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0436,AI Engineer,Pune,Startup,Fresher,3,6,4.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0437,AI Engineer,Mumbai,Mid-size,0-2 Years,5,9,7.0,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0438,AI Engineer,Delhi,MNC,2-4 Years,8,15,11.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0439,AI Engineer,Noida,Product Company,4-6 Years,12,22,17.0,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0440,AI Engineer,Remote,Consulting,6+ Years,18,35,26.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0441,Data Engineer,Bengaluru,Startup,Fresher,3,6,4.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0442,Data Engineer,Hyderabad,Mid-size,0-2 Years,5,9,7.0,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0443,Data Engineer,Chennai,MNC,2-4 Years,8,15,11.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0444,Data Engineer,Pune,Product Company,4-6 Years,12,22,17.0,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0445,Data Engineer,Mumbai,Consulting,6+ Years,18,35,26.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0446,BI Developer,Delhi,Startup,Fresher,3,6,4.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0447,BI Developer,Noida,Mid-size,0-2 Years,5,9,7.0,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0448,BI Developer,Remote,MNC,2-4 Years,8,15,11.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0449,BI Developer,Bengaluru,Product Company,4-6 Years,12,22,17.0,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0450,BI Developer,Hyderabad,Consulting,6+ Years,18,35,26.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0451,Python Developer,Chennai,Startup,Fresher,3,6,4.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0452,Python Developer,Pune,Mid-size,0-2 Years,5,9,7.0,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0453,Python Developer,Mumbai,MNC,2-4 Years,8,15,11.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0454,Python Developer,Delhi,Product Company,4-6 Years,12,22,17.0,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0455,Python Developer,Noida,Consulting,6+ Years,18,35,26.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0456,Backend Developer,Remote,Startup,Fresher,3,6,4.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0457,Backend Developer,Bengaluru,Mid-size,0-2 Years,5,9,7.0,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0458,Backend Developer,Hyderabad,MNC,2-4 Years,8,15,11.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0459,Backend Developer,Chennai,Product Company,4-6 Years,12,22,17.0,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0460,Backend Developer,Pune,Consulting,6+ Years,18,35,26.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0461,Full Stack Developer,Mumbai,Startup,Fresher,3,6,4.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0462,Full Stack Developer,Delhi,Mid-size,0-2 Years,5,9,7.0,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0463,Full Stack Developer,Noida,MNC,2-4 Years,8,15,11.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0464,Full Stack Developer,Remote,Product Company,4-6 Years,12,22,17.0,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0465,Full Stack Developer,Bengaluru,Consulting,6+ Years,18,35,26.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0466,Cloud Engineer,Hyderabad,Startup,Fresher,3,6,4.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0467,Cloud Engineer,Chennai,Mid-size,0-2 Years,5,9,7.0,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0468,Cloud Engineer,Pune,MNC,2-4 Years,8,15,11.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0469,Cloud Engineer,Mumbai,Product Company,4-6 Years,12,22,17.0,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0470,Cloud Engineer,Delhi,Consulting,6+ Years,18,35,26.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0471,DevOps Engineer,Noida,Startup,Fresher,3,6,4.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0472,DevOps Engineer,Remote,Mid-size,0-2 Years,5,9,7.0,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0473,DevOps Engineer,Bengaluru,MNC,2-4 Years,8,15,11.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0474,DevOps Engineer,Hyderabad,Product Company,4-6 Years,12,22,17.0,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0475,DevOps Engineer,Chennai,Consulting,6+ Years,18,35,26.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0476,NLP Engineer,Pune,Startup,Fresher,3,6,4.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0477,NLP Engineer,Mumbai,Mid-size,0-2 Years,5,9,7.0,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0478,NLP Engineer,Delhi,MNC,2-4 Years,8,15,11.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0479,NLP Engineer,Noida,Product Company,4-6 Years,12,22,17.0,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0480,NLP Engineer,Remote,Consulting,6+ Years,18,35,26.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0481,Data Analyst,Bengaluru,Startup,Fresher,3,6,4.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0482,Data Analyst,Hyderabad,Mid-size,0-2 Years,5,9,7.0,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0483,Data Analyst,Chennai,MNC,2-4 Years,8,15,11.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0484,Data Analyst,Pune,Product Company,4-6 Years,12,22,17.0,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0485,Data Analyst,Mumbai,Consulting,6+ Years,18,35,26.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0486,Data Scientist,Delhi,Startup,Fresher,3,6,4.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0487,Data Scientist,Noida,Mid-size,0-2 Years,5,9,7.0,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0488,Data Scientist,Remote,MNC,2-4 Years,8,15,11.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0489,Data Scientist,Bengaluru,Product Company,4-6 Years,12,22,17.0,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0490,Data Scientist,Hyderabad,Consulting,6+ Years,18,35,26.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0491,Machine Learning Engineer,Chennai,Startup,Fresher,3,6,4.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0492,Machine Learning Engineer,Pune,Mid-size,0-2 Years,5,9,7.0,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0493,Machine Learning Engineer,Mumbai,MNC,2-4 Years,8,15,11.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0494,Machine Learning Engineer,Delhi,Product Company,4-6 Years,12,22,17.0,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0495,Machine Learning Engineer,Noida,Consulting,6+ Years,18,35,26.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0496,AI Engineer,Remote,Startup,Fresher,3,6,4.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0497,AI Engineer,Bengaluru,Mid-size,0-2 Years,5,9,7.0,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0498,AI Engineer,Hyderabad,MNC,2-4 Years,8,15,11.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0499,AI Engineer,Chennai,Product Company,4-6 Years,12,22,17.0,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0500,AI Engineer,Pune,Consulting,6+ Years,18,35,26.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0501,Data Engineer,Mumbai,Startup,Fresher,3,6,4.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0502,Data Engineer,Delhi,Mid-size,0-2 Years,5,9,7.0,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0503,Data Engineer,Noida,MNC,2-4 Years,8,15,11.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0504,Data Engineer,Remote,Product Company,4-6 Years,12,22,17.0,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0505,Data Engineer,Bengaluru,Consulting,6+ Years,18,35,26.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0506,BI Developer,Hyderabad,Startup,Fresher,3,6,4.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0507,BI Developer,Chennai,Mid-size,0-2 Years,5,9,7.0,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
